case_id,age_group,scam_type,contact_method,source_platform,requires_user_action,payment_method,urgency_level,loss_bucket,transaction_amount,is_scam
16053,30-49,Insurance Services,Social Media,Facebook,0,Bank Transfer,Medium,5k-10k,6798.72,1
16054,30-49,E-commerce,Phone Call,Phone,0,Card,Low,10k-50k,10176.9,1
16055,65+,Job,Social Media,Facebook,1,E-wallet,Low,2k-5k,3258.95,1
16056,20-29,E-commerce,Messaging,WhatsApp,1,E-wallet,Medium,<2k,426.63,1
16057,20-29,E-commerce,Dating App/Website,Dating Platform,1,Bank Transfer,Low,50k-100k,52648.55,1
16058,20-29,E-commerce,Messaging,WhatsApp,1,E-wallet,Low,<2k,120.23,1
16059,30-49,Others,Phone Call,Phone,1,Bank Transfer,High,10k-50k,34910.54,1
16060,30-49,E-commerce,Phone Call,Phone,0,E-wallet,Medium,<2k,1556.37,1
16061,50-64,Phishing,Messaging,WhatsApp,0,Bank Transfer,Low,10k-50k,15327.87,1
16062,50-64,Loan,Phone Call,Phone,1,E-wallet,High,<2k,218.34,1
16063,20-29,Job,Social Media,TikTok,1,Bank Transfer,High,10k-50k,24560.47,1
16064,65+,Job,Messaging,WhatsApp,1,Bank Transfer,Medium,<2k,1495.67,1
16065,20-29,Job,Messaging,Facebook Messenger,0,E-wallet,High,100k+,126868.14,1
16066,20-29,Phishing,Social Media,Facebook,1,Card,Low,<2k,656.16,1
16067,50-64,Investment,Social Media,Facebook,1,Bank Transfer,Medium,100k+,127762.98,1
16068,50-64,Phishing,Social Media,Other Social,0,Card,Medium,<2k,621.05,1
16069,30-49,Investment,Messaging,WhatsApp,0,Bank Transfer,Medium,2k-5k,2426.38,1
16070,50-64,Phishing,Email,Email,1,Card,Medium,10k-50k,21582.69,1
16071,20-29,E-commerce,Messaging,Telegram,1,Bank Transfer,Low,<2k,260.54,1
16072,30-49,Job,Phone Call,Phone,1,Bank Transfer,High,5k-10k,6103.5,1
16073,50-64,Phishing,Messaging,Telegram,0,Card,Medium,10k-50k,29860.93,1
16074,<20,Job,Social Media,Facebook,1,Bank Transfer,High,5k-10k,8070.15,1
16075,30-49,Job,Messaging,WhatsApp,1,Card,Medium,10k-50k,11915.03,1
16076,30-49,Phishing,Social Media,TikTok,0,E-wallet,Medium,<2k,516.52,1
16077,30-49,Fake Friend Call,Social Media,Facebook,1,Bank Transfer,Low,10k-50k,13177.69,1
16078,30-49,Investment,Social Media,Facebook,1,Crypto,Medium,<2k,527.08,1
16079,30-49,Job,Phone Call,Phone,1,Bank Transfer,Low,100k+,137344.23,1
16080,30-49,Phishing,Messaging,WhatsApp,0,Card,High,10k-50k,12858.24,1
16081,50-64,Government Impersonation,Phone Call,Phone,1,Card,High,<2k,364.8,1
16082,20-29,E-commerce,Online Shopping Platform,Facebook Marketplace,1,Card,Low,5k-10k,9690.62,1
16083,30-49,Job,Messaging,Telegram,1,E-wallet,Medium,100k+,160724.27,1
16084,<20,Phishing,Messaging,WhatsApp,0,Bank Transfer,Low,2k-5k,3172.43,1
16085,20-29,E-commerce,Online Shopping Platform,Carousell,1,Bank Transfer,Low,<2k,384.59,1
16086,65+,Phishing,Social Media,Facebook,1,Card,Medium,5k-10k,5243.92,1
16087,<20,E-commerce,Phone Call,Phone,1,E-wallet,Low,2k-5k,2947.66,1
16088,20-29,E-commerce,Phone Call,Phone,1,Bank Transfer,Medium,<2k,443.68,1
16089,20-29,Job,Phone Call,Phone,1,Bank Transfer,Low,<2k,1337.61,1
16090,50-64,Investment,Phone Call,Phone,1,Bank Transfer,Medium,100k+,127608.85,1
16091,50-64,Insurance Services,Messaging,WhatsApp,1,Bank Transfer,High,50k-100k,91054.52,1
16092,20-29,E-commerce,Messaging,Telegram,1,E-wallet,Low,<2k,272.12,1
16093,50-64,Phishing,Social Media,Facebook,1,Card,Medium,5k-10k,8386.66,1
16094,20-29,Fake Friend Call,Phone Call,Phone,1,Bank Transfer,Low,10k-50k,10165.93,1
16095,50-64,Phishing,Online Shopping Platform,Carousell,0,Bank Transfer,Low,50k-100k,81989.31,1
16096,30-49,Phishing,Social Media,Facebook,1,Card,Low,10k-50k,20218.97,1
16097,<20,Phishing,Social Media,Facebook,0,Card,Low,<2k,819.62,1
16098,50-64,Job,Social Media,TikTok,1,Card,Medium,5k-10k,5823.0,1
16099,30-49,E-commerce,Phone Call,Phone,1,Bank Transfer,Low,2k-5k,3836.11,1
16100,30-49,E-commerce,Messaging,WhatsApp,1,Bank Transfer,Low,10k-50k,23363.02,1
16101,20-29,Investment,Social Media,Facebook,1,Card,Medium,50k-100k,64839.6,1
16102,65+,Investment,Social Media,Instagram,1,Crypto,Medium,10k-50k,39452.56,1
16103,65+,Others,Social Media,Facebook,1,Card,Low,<2k,754.49,1
16104,50-64,Phishing,Social Media,Facebook,1,Card,Medium,10k-50k,16641.56,1
16105,50-64,Job,Messaging,Telegram,1,Crypto,High,50k-100k,55211.66,1
16106,30-49,Job,Messaging,Telegram,1,E-wallet,Low,<2k,713.59,1
16107,50-64,Phishing,Messaging,Facebook Messenger,0,Bank Transfer,Low,<2k,609.6,1
16108,30-49,Sexual Services,Online Shopping Platform,Carousell,1,Bank Transfer,Low,<2k,902.79,1
16109,30-49,E-commerce,Email,Email,1,Card,Low,<2k,307.68,1
16110,20-29,E-commerce,Online Shopping Platform,Carousell,1,Card,Medium,<2k,451.8,1
16111,30-49,Investment,Social Media,Facebook,1,Bank Transfer,Medium,100k+,137245.57,1
16112,65+,Investment,Social Media,Instagram,1,Bank Transfer,Medium,<2k,149.84,1
16113,50-64,Internet Love,Social Media,TikTok,1,Bank Transfer,Medium,<2k,482.01,1
16114,30-49,E-commerce,Messaging,Other Messaging,0,Bank Transfer,Low,<2k,697.66,1
16115,30-49,Investment,Social Media,Facebook,1,Bank Transfer,High,2k-5k,4989.63,1
16116,30-49,Sexual Services,SMS,SMS,1,Bank Transfer,Low,<2k,858.49,1
16117,65+,Job,Messaging,WhatsApp,0,Bank Transfer,Medium,<2k,201.2,1
16118,20-29,Job,Streaming Service,Streaming Platform,0,Bank Transfer,High,100k+,141871.02,1
16119,65+,Government Impersonation,Online Shopping Platform,Carousell,1,Bank Transfer,High,100k+,194345.87,1
16120,30-49,Investment,Messaging,Telegram,0,Bank Transfer,Medium,5k-10k,9899.61,1
16121,50-64,E-commerce,Social Media,TikTok,1,Bank Transfer,Medium,<2k,517.17,1
16122,50-64,Phishing,Social Media,Facebook,0,E-wallet,Medium,10k-50k,10972.73,1
16123,<20,Investment,Online Shopping Platform,Facebook Marketplace,1,Crypto,High,<2k,98.97,1
16124,<20,Job,Social Media,Facebook,1,Bank Transfer,High,<2k,726.15,1
16125,30-49,Job,Messaging,Other Messaging,1,E-wallet,Low,5k-10k,7952.21,1
16126,20-29,Phishing,Social Media,Facebook,0,Card,High,<2k,281.12,1
16127,50-64,Investment,Messaging,Telegram,1,Crypto,High,100k+,210923.66,1
16128,20-29,Investment,Social Media,Facebook,1,Bank Transfer,Medium,10k-50k,24439.75,1
16129,30-49,E-commerce,Phone Call,Phone,1,Card,Low,<2k,1914.53,1
16130,20-29,E-commerce,Social Media,Facebook,1,Card,High,<2k,687.42,1
16131,30-49,Job,Messaging,WhatsApp,0,E-wallet,High,100k+,417209.05,1
16132,30-49,Phishing,Social Media,Facebook,0,Card,Medium,2k-5k,2245.15,1
16133,30-49,Phishing,Social Media,Facebook,0,Card,Medium,<2k,628.69,1
16134,30-49,Phishing,Social Media,Instagram,0,Card,Medium,<2k,564.82,1
16135,30-49,Job,Messaging,Telegram,1,E-wallet,High,<2k,861.17,1
16136,30-49,Government Impersonation,Phone Call,Phone,1,Bank Transfer,High,100k+,105506.7,1
16137,50-64,Phishing,Messaging,WhatsApp,1,Bank Transfer,Medium,<2k,128.98,1
16138,30-49,Others,Phone Call,Phone,1,Bank Transfer,Medium,<2k,1039.99,1
16139,65+,Investment,Streaming Service,Streaming Platform,1,Card,High,10k-50k,19470.55,1
16140,50-64,Investment,Social Media,Instagram,1,Bank Transfer,Medium,100k+,141716.05,1
16141,50-64,Others,Phone Call,Phone,1,Card,Medium,<2k,186.01,1
16142,20-29,E-commerce,Online Shopping Platform,Carousell,1,E-wallet,Low,<2k,169.9,1
16143,50-64,Investment,Social Media,Instagram,1,Bank Transfer,High,100k+,146238.86,1
16144,30-49,Fake Friend Call,Phone Call,Phone,1,Bank Transfer,Medium,<2k,182.82,1
16145,30-49,Investment,Social Media,Facebook,1,Bank Transfer,Low,2k-5k,4324.17,1
16146,20-29,Phishing,Phone Call,Phone,0,Bank Transfer,High,10k-50k,12462.31,1
16147,50-64,E-commerce,Online Shopping Platform,Carousell,1,Bank Transfer,Low,<2k,410.7,1
16148,30-49,Job,Phone Call,Phone,1,Bank Transfer,High,<2k,383.15,1
16149,20-29,E-commerce,Messaging,WhatsApp,1,Bank Transfer,Medium,<2k,84.32,1
16150,<20,Phishing,Dating App/Website,Dating Platform,1,Card,Medium,<2k,728.78,1
16151,50-64,Job,Social Media,TikTok,1,Bank Transfer,High,<2k,532.36,1
16152,<20,Job,Social Media,Instagram,1,E-wallet,Medium,<2k,1007.5,1
16153,30-49,E-commerce,Social Media,Facebook,0,Bank Transfer,Medium,<2k,50.0,1
16154,30-49,E-commerce,Messaging,WhatsApp,0,E-wallet,Low,<2k,412.64,1
16155,50-64,Loan,Social Media,TikTok,1,Bank Transfer,High,<2k,124.55,1
16156,30-49,Insurance Services,Social Media,Facebook,1,Cash/Valuables,High,2k-5k,2952.91,1
16157,20-29,E-commerce,Social Media,Facebook,1,Card,Medium,<2k,57.31,1
16158,50-64,Phishing,Social Media,Facebook,0,Card,Medium,10k-50k,20115.51,1
16159,65+,Fake Friend Call,Online Shopping Platform,Facebook Marketplace,0,Bank Transfer,High,<2k,631.97,1
16160,<20,Job,Social Media,Facebook,1,Card,High,10k-50k,21827.48,1
16161,20-29,Phishing,Messaging,Telegram,1,Card,High,<2k,112.69,1
16162,30-49,Sexual Services,Social Media,Facebook,0,E-wallet,Medium,5k-10k,9713.96,1
16163,65+,Investment,Phone Call,Phone,1,Bank Transfer,High,50k-100k,79575.96,1
16164,20-29,E-commerce,Classified Ads,Classifieds,0,Card,Low,<2k,1437.79,1
16165,50-64,Phishing,Dating App/Website,Dating Platform,1,Bank Transfer,High,<2k,476.88,1
16166,50-64,Job,Other Website,Website,1,Bank Transfer,High,10k-50k,35983.75,1
16167,30-49,Job,Social Media,Instagram,1,Crypto,High,10k-50k,34599.87,1
16168,65+,Insurance Services,Messaging,Telegram,1,Bank Transfer,High,10k-50k,37856.19,1
16169,50-64,Investment,Social Media,TikTok,1,Bank Transfer,High,50k-100k,67920.54,1
16170,65+,Phishing,Messaging,Telegram,1,Bank Transfer,Medium,5k-10k,6636.32,1
16171,65+,Sexual Services,Messaging,WhatsApp,1,Bank Transfer,High,<2k,273.52,1
16172,30-49,Insurance Services,Messaging,WhatsApp,1,Card,High,10k-50k,27304.75,1
16173,50-64,Investment,Messaging,Telegram,1,Bank Transfer,High,50k-100k,95240.81,1
16174,50-64,E-commerce,Social Media,TikTok,1,Card,Low,50k-100k,92247.23,1
16175,30-49,E-commerce,Online Shopping Platform,Carousell,0,E-wallet,Low,<2k,216.61,1
16176,50-64,Job,Social Media,Facebook,1,Bank Transfer,Medium,<2k,395.3,1
16177,20-29,E-commerce,Messaging,Telegram,1,Bank Transfer,Medium,<2k,421.19,1
16178,30-49,Phishing,Social Media,Facebook,0,Bank Transfer,Low,<2k,165.5,1
16179,50-64,Phishing,Social Media,Other Social,0,Card,Low,<2k,490.97,1
16180,50-64,E-commerce,Messaging,WhatsApp,1,Bank Transfer,High,<2k,1088.95,1
16181,50-64,Investment,Messaging,Telegram,1,Card,Medium,50k-100k,80546.94,1
16182,30-49,E-commerce,Social Media,TikTok,1,Card,Medium,10k-50k,47222.22,1
16183,20-29,E-commerce,Online Shopping Platform,Facebook Marketplace,1,Card,High,10k-50k,20468.15,1
16184,30-49,Investment,Messaging,WhatsApp,1,Card,Medium,50k-100k,91444.11,1
16185,30-49,E-commerce,Messaging,WhatsApp,1,Bank Transfer,Medium,<2k,631.38,1
16186,50-64,Investment,Messaging,Telegram,1,Bank Transfer,Medium,100k+,165336.78,1
16187,65+,Phishing,Social Media,Instagram,1,Bank Transfer,High,10k-50k,15525.32,1
16188,30-49,Phishing,Social Media,Facebook,0,E-wallet,Medium,2k-5k,2908.87,1
16189,30-49,E-commerce,Online Shopping Platform,Carousell,1,Card,Low,<2k,745.54,1
16190,50-64,E-commerce,Social Media,TikTok,0,E-wallet,Medium,2k-5k,2315.06,1
16191,30-49,Job,Messaging,Telegram,1,Bank Transfer,Low,50k-100k,72144.66,1
16192,65+,E-commerce,Social Media,Instagram,0,Bank Transfer,Low,<2k,463.78,1
16193,65+,Investment,Online Shopping Platform,TikTok Shop,1,Crypto,High,<2k,1819.07,1
16194,50-64,Investment,Social Media,Facebook,1,Crypto,Low,2k-5k,3912.01,1
16195,50-64,Government Impersonation,Phone Call,Phone,1,Cash/Valuables,Medium,2k-5k,4936.25,1
16196,65+,Investment,Messaging,Telegram,1,Bank Transfer,High,<2k,373.12,1
16197,65+,Internet Love,Messaging,WhatsApp,1,Cash/Valuables,Medium,<2k,288.27,1
16198,30-49,Investment,Social Media,Facebook,1,Bank Transfer,High,2k-5k,2795.07,1
16199,30-49,Others,Social Media,Other Social,1,Bank Transfer,High,5k-10k,7726.04,1
16200,30-49,Phishing,Social Media,TikTok,0,Bank Transfer,Medium,<2k,306.82,1
16201,30-49,Job,Messaging,WhatsApp,1,Bank Transfer,High,<2k,1370.79,1
16202,50-64,Insurance Services,Messaging,WhatsApp,1,Bank Transfer,High,100k+,128570.26,1
16203,30-49,E-commerce,Online Shopping Platform,Carousell,1,Bank Transfer,Low,<2k,160.43,1
16204,30-49,Job,Social Media,Facebook,1,Bank Transfer,Low,<2k,1082.57,1
16205,50-64,Job,Messaging,WhatsApp,1,E-wallet,Medium,50k-100k,66101.92,1
16206,30-49,Investment,Social Media,Facebook,1,Card,High,10k-50k,16073.6,1
16207,20-29,Fake Friend Call,Phone Call,Phone,0,Bank Transfer,Low,<2k,328.52,1
16208,20-29,Job,Social Media,Other Social,1,Bank Transfer,High,50k-100k,63007.26,1
16209,50-64,Investment,Messaging,WhatsApp,1,Bank Transfer,High,10k-50k,21425.63,1
16210,30-49,Job,Email,Email,1,Bank Transfer,High,5k-10k,9152.91,1
16211,65+,Government Impersonation,Social Media,TikTok,1,Bank Transfer,High,10k-50k,30389.16,1
16212,20-29,Job,Messaging,Telegram,1,E-wallet,Medium,<2k,962.01,1
16213,20-29,E-commerce,Streaming Service,Streaming Platform,1,Bank Transfer,Low,<2k,149.61,1
16214,65+,Phishing,Social Media,Facebook,0,Card,Medium,2k-5k,2091.45,1
16215,30-49,Investment,Messaging,Telegram,1,Bank Transfer,Medium,100k+,305801.03,1
16216,20-29,Job,Social Media,Facebook,1,Bank Transfer,Low,<2k,417.37,1
16217,20-29,E-commerce,SMS,SMS,0,E-wallet,Medium,2k-5k,4552.4,1
16218,30-49,E-commerce,Online Shopping Platform,Carousell,0,Bank Transfer,Low,2k-5k,4178.18,1
16219,30-49,E-commerce,Social Media,Instagram,0,Card,Low,<2k,297.15,1
16220,30-49,Job,Online Shopping Platform,Carousell,1,Bank Transfer,Medium,<2k,861.71,1
16221,50-64,Loan,Phone Call,Phone,1,Bank Transfer,High,<2k,444.48,1
16222,50-64,E-commerce,Messaging,Telegram,1,Bank Transfer,Medium,<2k,576.56,1
16223,20-29,E-commerce,Messaging,Other Messaging,0,Bank Transfer,Low,<2k,682.48,1
16224,50-64,Phishing,Phone Call,Phone,0,Card,Low,<2k,1623.13,1
16225,30-49,Phishing,Online Shopping Platform,Carousell,1,Bank Transfer,Low,<2k,809.16,1
16226,50-64,Fake Friend Call,Phone Call,Phone,1,PayNow/Transfer,Medium,<2k,668.43,1
16227,20-29,E-commerce,Phone Call,Phone,0,Card,Low,<2k,124.31,1
16228,30-49,Job,Messaging,Telegram,1,Bank Transfer,Low,<2k,489.01,1
16229,30-49,E-commerce,Social Media,Facebook,1,E-wallet,Medium,<2k,1773.86,1
16230,30-49,Phishing,Social Media,Facebook,1,Card,Medium,<2k,698.72,1
16231,30-49,Job,Social Media,Other Social,1,Card,Medium,<2k,697.59,1
16232,30-49,E-commerce,Messaging,WhatsApp,1,Bank Transfer,High,<2k,349.19,1
16233,30-49,Phishing,Social Media,TikTok,0,Card,High,<2k,772.6,1
16234,30-49,Others,Dating App/Website,Dating Platform,0,Bank Transfer,High,<2k,1281.77,1
16235,50-64,Fake Friend Call,Phone Call,Phone,1,Bank Transfer,Low,<2k,356.26,1
16236,65+,Job,Social Media,Facebook,1,Bank Transfer,Medium,<2k,512.02,1
16237,65+,Fake Friend Call,Messaging,WhatsApp,1,Bank Transfer,Medium,<2k,141.13,1
16238,30-49,Others,Messaging,Telegram,1,Bank Transfer,Low,10k-50k,16021.13,1
16239,50-64,Phishing,Phone Call,Phone,0,E-wallet,Medium,<2k,575.78,1
16240,50-64,Investment,Other Website,Website,0,Bank Transfer,Medium,100k+,143498.87,1
16241,30-49,E-commerce,Phone Call,Phone,1,Card,Medium,<2k,252.87,1
16242,20-29,Job,Dating App/Website,Dating Platform,1,Bank Transfer,Medium,50k-100k,95545.64,1
16243,20-29,E-commerce,Messaging,Telegram,1,Card,Medium,<2k,118.99,1
16244,30-49,Investment,Social Media,Other Social,1,Crypto,High,5k-10k,6625.27,1
16245,65+,Investment,Social Media,Facebook,1,Crypto,Low,<2k,1048.07,1
16246,65+,Investment,Social Media,Facebook,1,Card,Low,100k+,201466.31,1
16247,20-29,Job,Phone Call,Phone,1,Bank Transfer,Medium,10k-50k,21491.24,1
16248,30-49,Phishing,Messaging,Telegram,0,Bank Transfer,High,<2k,411.65,1
16249,30-49,Investment,Social Media,Facebook,1,Crypto,High,50k-100k,69208.77,1
16250,50-64,Investment,Phone Call,Phone,0,Crypto,High,<2k,323.96,1
16251,30-49,Investment,Messaging,Telegram,1,Card,High,10k-50k,22042.12,1
16252,50-64,Job,Other Website,Website,1,E-wallet,High,<2k,342.05,1
16253,30-49,Job,Messaging,WhatsApp,1,Bank Transfer,Medium,2k-5k,4088.16,1
16254,30-49,Insurance Services,Online Shopping Platform,Carousell,1,Bank Transfer,High,<2k,638.77,1
16255,30-49,Phishing,Social Media,Facebook,1,Bank Transfer,Low,<2k,94.07,1
16256,20-29,Sexual Services,Messaging,WhatsApp,1,Bank Transfer,Medium,<2k,50.98,1
16257,50-64,Job,Social Media,Facebook,1,Bank Transfer,Low,10k-50k,25405.94,1
16258,50-64,Investment,Messaging,Telegram,1,Bank Transfer,Medium,<2k,490.28,1
16259,30-49,Sexual Services,Messaging,WhatsApp,0,Bank Transfer,High,2k-5k,2128.54,1
16260,50-64,Job,Social Media,Facebook,1,E-wallet,Medium,<2k,485.96,1
16261,20-29,Phishing,Social Media,Instagram,1,Card,Medium,<2k,429.01,1
16262,20-29,Phishing,Social Media,TikTok,1,Card,High,50k-100k,80199.19,1
16263,50-64,Phishing,Social Media,Facebook,1,E-wallet,Medium,<2k,245.14,1
16264,30-49,E-commerce,Messaging,Facebook Messenger,1,Card,Low,2k-5k,2525.51,1
16265,30-49,Investment,Messaging,WhatsApp,1,Crypto,Medium,2k-5k,3262.15,1
16266,30-49,Others,Social Media,Facebook,0,Bank Transfer,High,<2k,1149.6,1
16267,30-49,Others,Online Shopping Platform,Carousell,0,Card,High,<2k,274.99,1
16268,30-49,Job,Messaging,Telegram,0,Bank Transfer,Low,100k+,148006.97,1
16269,50-64,E-commerce,Online Shopping Platform,Carousell,1,Bank Transfer,Low,<2k,60.87,1
16270,20-29,Job,Other Website,Website,0,Bank Transfer,Medium,2k-5k,2511.41,1
16271,20-29,Fake Friend Call,Phone Call,Phone,0,Bank Transfer,High,<2k,244.38,1
16272,30-49,E-commerce,Social Media,Instagram,0,Card,Low,<2k,307.09,1
16273,65+,E-commerce,Social Media,Facebook,0,E-wallet,Medium,<2k,55.39,1
16274,50-64,Investment,Email,Email,0,Card,High,5k-10k,8508.57,1
16275,50-64,Investment,Messaging,Telegram,1,Card,High,10k-50k,32091.03,1
16276,20-29,Government Impersonation,Social Media,Instagram,1,Bank Transfer,High,10k-50k,16720.77,1
16277,65+,Government Impersonation,Messaging,WhatsApp,1,Card,High,<2k,1074.96,1
16278,65+,Fake Friend Call,Messaging,WhatsApp,1,Bank Transfer,Medium,<2k,824.08,1
16279,20-29,Investment,Online Shopping Platform,Carousell,1,Bank Transfer,High,100k+,110222.5,1
16280,<20,E-commerce,Social Media,Facebook,1,E-wallet,Low,<2k,260.08,1
16281,30-49,Investment,Social Media,Facebook,1,Crypto,Low,5k-10k,6970.19,1
16282,30-49,Job,Messaging,WhatsApp,1,Card,High,10k-50k,29009.4,1
16283,65+,E-commerce,Messaging,WhatsApp,0,E-wallet,Low,2k-5k,2116.64,1
16284,65+,Phishing,Other Website,Website,0,Card,High,<2k,1832.21,1
16285,30-49,Phishing,Social Media,Facebook,0,Card,High,<2k,910.5,1
16286,30-49,Phishing,Social Media,TikTok,0,Bank Transfer,High,<2k,272.57,1
16287,30-49,E-commerce,Phone Call,Phone,1,E-wallet,Low,<2k,213.7,1
16288,20-29,Job,Messaging,WhatsApp,0,Bank Transfer,Medium,100k+,130169.72,1
16289,30-49,E-commerce,SMS,SMS,0,E-wallet,Low,<2k,905.88,1
16290,20-29,Phishing,Social Media,Facebook,0,Card,Medium,<2k,806.74,1
16291,30-49,Phishing,Social Media,Facebook,1,Bank Transfer,Low,<2k,1926.34,1
16292,20-29,Others,Social Media,Facebook,1,Bank Transfer,Low,<2k,73.75,1
16293,30-49,Job,Online Shopping Platform,Carousell,1,Bank Transfer,Medium,10k-50k,20460.36,1
16294,20-29,Others,Social Media,Instagram,1,Bank Transfer,Medium,<2k,682.0,1
16295,20-29,Job,Phone Call,Phone,1,Bank Transfer,High,<2k,77.75,1
16296,30-49,E-commerce,Social Media,TikTok,1,E-wallet,Medium,<2k,812.87,1
16297,65+,Government Impersonation,Messaging,WhatsApp,1,Bank Transfer,High,10k-50k,46775.1,1
16298,20-29,Phishing,Social Media,Facebook,0,E-wallet,High,<2k,250.77,1
16299,20-29,Government Impersonation,Other Website,Website,1,Bank Transfer,High,<2k,696.89,1
16300,20-29,Investment,Social Media,Facebook,1,Bank Transfer,Low,100k+,235040.53,1
16301,65+,Phishing,Social Media,TikTok,0,Card,Low,2k-5k,2378.71,1
16302,50-64,Investment,Messaging,WhatsApp,1,Bank Transfer,Medium,2k-5k,3028.3,1
16303,20-29,Phishing,Dating App/Website,Dating Platform,0,Card,Medium,2k-5k,4404.88,1
16304,50-64,Investment,Social Media,Instagram,1,Bank Transfer,Medium,100k+,177983.13,1
16305,30-49,E-commerce,Social Media,Other Social,1,Bank Transfer,Low,<2k,337.63,1
16306,30-49,Investment,Messaging,WhatsApp,1,Bank Transfer,High,100k+,150306.75,1
16307,65+,Investment,Messaging,Telegram,1,Bank Transfer,Medium,10k-50k,36125.9,1
16308,65+,Phishing,Online Shopping Platform,Carousell,0,Card,Medium,2k-5k,2675.24,1
16309,20-29,Phishing,Social Media,TikTok,0,Card,Medium,<2k,917.73,1
16310,30-49,Others,Social Media,Facebook,0,Card,High,<2k,448.67,1
16311,65+,Phishing,Social Media,Facebook,0,Card,Medium,<2k,429.83,1
16312,65+,E-commerce,Online Shopping Platform,Carousell,0,Card,Low,10k-50k,12244.25,1
16313,<20,Phishing,Social Media,Facebook,1,Card,Medium,2k-5k,4426.66,1
16314,65+,Phishing,Social Media,Facebook,1,Bank Transfer,Medium,10k-50k,26526.73,1
16315,65+,Phishing,Social Media,Facebook,1,E-wallet,Medium,10k-50k,25098.59,1
16316,20-29,Government Impersonation,Email,Email,1,Bank Transfer,Medium,10k-50k,21160.8,1
16317,50-64,Others,Messaging,WhatsApp,1,Bank Transfer,High,2k-5k,2250.49,1
16318,50-64,Job,Messaging,WhatsApp,1,Bank Transfer,Medium,2k-5k,3088.01,1
16319,20-29,Others,Phone Call,Phone,1,Bank Transfer,Low,<2k,321.27,1
16320,65+,Investment,Messaging,Telegram,1,Crypto,Medium,50k-100k,92256.01,1
16321,30-49,Phishing,Messaging,WhatsApp,1,Card,High,10k-50k,15231.24,1
16322,65+,Job,Social Media,TikTok,0,Bank Transfer,Medium,5k-10k,6203.73,1
16323,50-64,Phishing,Social Media,Facebook,0,Bank Transfer,Medium,<2k,217.92,1
16324,30-49,E-commerce,Streaming Service,Streaming Platform,1,Bank Transfer,High,<2k,139.21,1
16325,50-64,Others,Email,Email,1,Card,Medium,2k-5k,2265.38,1
16326,20-29,Phishing,Social Media,Facebook,0,Card,Medium,<2k,253.35,1
16327,20-29,Job,Messaging,Telegram,1,Crypto,Medium,<2k,748.63,1
16328,20-29,Investment,Social Media,Facebook,1,Card,High,10k-50k,36018.72,1
16329,50-64,Fake Friend Call,Social Media,TikTok,1,Bank Transfer,Low,<2k,189.59,1
16330,30-49,Insurance Services,Messaging,Telegram,1,Bank Transfer,High,2k-5k,2758.16,1
16331,50-64,Job,Messaging,WhatsApp,1,Bank Transfer,Medium,10k-50k,14654.34,1
16332,30-49,Phishing,Social Media,Facebook,0,Bank Transfer,Medium,<2k,260.89,1
16333,65+,Job,Email,Email,1,Bank Transfer,High,<2k,88.25,1
16334,30-49,Job,Social Media,Facebook,1,E-wallet,High,5k-10k,9448.0,1
16335,50-64,Phishing,Messaging,Telegram,0,Card,Low,2k-5k,4109.37,1
16336,20-29,Others,Online Shopping Platform,Carousell,1,Bank Transfer,Low,2k-5k,2786.99,1
16337,20-29,Others,Social Media,Instagram,1,Bank Transfer,Low,<2k,126.14,1
16338,50-64,Sexual Services,Messaging,WhatsApp,1,Bank Transfer,High,<2k,489.08,1
16339,20-29,Government Impersonation,Social Media,Facebook,1,Bank Transfer,High,2k-5k,4861.49,1
16340,65+,Others,Social Media,TikTok,1,E-wallet,Medium,<2k,163.01,1
16341,30-49,Phishing,Social Media,Facebook,0,Card,Medium,<2k,609.88,1
16342,50-64,E-commerce,Other Website,Website,1,E-wallet,Low,<2k,1958.24,1
16343,30-49,Investment,Social Media,Facebook,1,Bank Transfer,High,<2k,726.24,1
16344,65+,Phishing,Phone Call,Phone,1,Bank Transfer,High,<2k,138.52,1
16345,50-64,Fake Friend Call,Other Website,Website,1,Bank Transfer,High,<2k,795.01,1
16346,30-49,E-commerce,Online Shopping Platform,Carousell,0,E-wallet,Medium,2k-5k,2064.12,1
16347,<20,Investment,Messaging,Telegram,1,Crypto,High,2k-5k,2083.47,1
16348,65+,Investment,Social Media,Facebook,1,Bank Transfer,High,10k-50k,31696.9,1
16349,20-29,Loan,Messaging,Telegram,0,Bank Transfer,Low,10k-50k,14782.73,1
16350,30-49,Investment,Online Shopping Platform,Facebook Marketplace,1,Bank Transfer,Medium,<2k,1329.68,1
16351,30-49,Investment,Messaging,Telegram,1,Bank Transfer,Medium,<2k,1643.21,1
16352,65+,Investment,Social Media,Instagram,1,Bank Transfer,Medium,10k-50k,15284.26,1
16353,65+,Phishing,Social Media,Facebook,0,Bank Transfer,Medium,2k-5k,2779.43,1
16354,65+,Investment,Messaging,WhatsApp,1,Bank Transfer,High,10k-50k,14382.59,1
16355,50-64,Job,Messaging,Telegram,1,E-wallet,Medium,10k-50k,13937.39,1
16356,30-49,Insurance Services,Other Website,Website,1,Bank Transfer,High,5k-10k,7554.91,1
16357,50-64,Investment,Phone Call,Phone,1,Crypto,High,100k+,128270.26,1
16358,30-49,Phishing,Social Media,Instagram,1,Bank Transfer,Medium,<2k,552.47,1
16359,50-64,Government Impersonation,Phone Call,Phone,1,Bank Transfer,High,10k-50k,12935.81,1
